index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
2000,286,bad,112.0,"This Service is provided by DeviantArt on an ""AS IS"" and ""AS AVAILABLE"" basis and DeviantArt reserves the right to modify, suspend or discontinue the Service, in its sole discretion, at any time and without notice.
<b>",20, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2001,287,bad,112.0,"DEVIANTART MAKES NO WARRANTY AS TO THE SECURITY, RELIABILITY, TIMELINESS, AND PERFORMANCE OF THIS SERVICE.",30, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2002,164,bad,111.0,"Where permitted by local data protection laws, we will disclose PII when required by law or under the good-faith belief that such disclosure is necessary in order to conform to applicable law, comply with subpoenas, court orders or legal process served on DeviantArt, to establish or exercise our legal rights or defend against legal claims, and to protect the property or interests of DeviantArt, its agents and employees, personal safety, or the public.
Under these circumstances, DeviantArt may be prohibited by law, court order or other legal process from providing notice of the disclosure, and DeviantArt reserves the right under those conditions to not provide notice in its sole discretion.</p>",50, DeviantArt,192,http://about.deviantart.com/policy/privacy/,approved
2003,280,neutral,112.0,<li>for any unlawful purposes;,10, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2004,161,good,112.0,"<p>In general, DeviantArt accepts returns on defective products or incorrect orders within thirty (30) days after receipt of your order.
Please contact DeviantArt at https://help.deviantart.com/contact/ and we will let you know whether you need to return the product(s) to us.",30, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2005,291,neutral,112.0,"You are responsible for all of Your Content you upload, download, and otherwise copy, distribute and display using the Service.",50, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2006,183,good,112.0,DeviantArt does not claim ownership rights in your works or other materials posted by you to DeviantArt (Your Content).,50, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2007,306,good,,,40, DeviantArt,192,https://about.deviantart.com/policy/privacy/,approved
2008,293,bad,112.0,"TO THE FULLEST EXTENT ALLOWED BY LAW, DEVIANTART SHALL NOT BE LIABLE FOR ANY DAMAGES OF ANY KIND ARISING FROM USE OF THE SERVICE, INCLUDING BUT NOT LIMITED TO DIRECT, INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, EXEMPLARY, OR PUNITIVE DAMAGES, EVEN IF DEVIANTART HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",50, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2009,295,neutral,112.0,DeviantArt's failure to enforce any right or provision in these Terms shall not constitute a waiver of such right or provision.,10, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2010,336,bad,111.0,"We use your PII to help customize advertising and content available on the DeviantArt Sites, to send you service-related notices and promotional information about products and services that may be of interest to you and/or to conduct research for internal purposes.",50, DeviantArt,192,http://about.deviantart.com/policy/privacy/,approved
2011,315,neutral,112.0,"<li>to upload, post, or otherwise transmit any material that is obscene, offensive, blasphemous, pornographic,",15, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2012,283,neutral,112.0,"threatening, menacing, abusive, harmful, an invasion of privacy or publicity rights, defamatory, libelous, vulgar, illegal or otherwise objectionable;",20, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2013,329,neutral,112.0,"We reserve the right to amend these Terms from time to time in our sole discretion.
If you have registered as a member, we shall notify you of any material changes to these Terms (and the effective date of such changes) by sending an email to the address you have provided to DeviantArt for your account.
For all other users, we will post the revised terms on the Site.",50, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2014,307,bad,111.0,"Our Services include certain Social Media features and widgets, such as the ""Facebook Like"" button, the ""Share this"" button or other interactive mini-programs (""Social Media Features"").
These Social Media Features may collect information such as your IP address or which page you are visiting on our Sites, and may set a cookie to enable them to function properly",50, DeviantArt,192,http://about.deviantart.com/policy/privacy/,approved
2015,203,bad,112.0,"You agree that DeviantArt is and will not be liable to you for any modification, suspension or discontinuance of the Service.",40, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2016,163,neutral,112.0,"These Terms shall be governed by and construed in accordance with the laws of the State of California.
Any disputes arising under or in connection with these Terms shall be subject to the exclusive jurisdiction of the state and federal courts of the State of California.",0, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2017,243,bad,111.0,"In addition, should we, Wix or any of its affiliates undergo any change in control, including by means of merger, acquisition or purchase of substantially all of its assets, your PII may be shared with the parties involved in such event.",50, DeviantArt,192,http://about.deviantart.com/policy/privacy/,approved
2018,191,neutral,111.0,"We may share PII as well as aggregated information and non-identifying information that we collect with third party service providers whose services and solutions complement, facilitate and enhance our own.
These include hosting and server co-location services, communications and content delivery networks (CDNs), data and cyber security services, billing and payment processing services, fraud detection and prevention services, industry analysis, demographic profiling, web analytics, e-mail distribution and monitoring services, session recording and remote access services, performance measurement, data optimisation and marketing services, content providers, and our legal and financial advisors (collectively, ""<strong>Third Party Services</strong",10, DeviantArt,192,http://about.deviantart.com/policy/privacy/,approved
2019,140,good,111.0,"For all DeviantArt Users, if you wish to receive a copy, access and/or request us to make corrections to the PII that you have stored with us, or wish to request a list of what PII (if any) pertaining to you we disclosed to third parties for direct marketing purposes, feel free to send us an e-mail to help@deviantart.com, or mail your request to DeviantArt 7095 Holywood Blvd.
Los Angeles, CA, USA 90028.
We will make all reasonable efforts to honor your request promptly (unless we require further information from you in order to fulfil your request) subject to legal and other permissible considerations.</p>
<p>Note that when deleting your PII, you actually delete all your data, and will not be able to use our Service anymore",40, DeviantArt,192,http://about.deviantart.com/policy/privacy/,approved
2020,148,neutral,112.0,"You are responsible for safeguarding the password and you agree not to disclose your password to any third party.
You agree that you shall be solely responsible for any activities or actions under your password, whether or not you have authorized such activities or actions.",10, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2021,152,neutral,112.0,"To register as a member of the Service or purchase products, you must be 13 years or lawfully permitted to enter into and form contracts under applicable law.",15, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2022,294,neutral,112.0,"If a court should find that one or more provisions contained in these Terms is invalid, you agree that the remainder of the Terms shall be enforceable.",10, DeviantArt,192,http://about.deviantart.com/policy/service/,approved
2023,126,neutral,111.0,"p>
<p>Like many Internet sites, we, together with our marketing, analytics and technology partners, also use ""cookies"" to collect information.
A cookie is a small data file that we transfer to your computer and is stored on your hard drive when you access our Services.
When you visit our Services the cookie identifies your computer to us so that you do not have to re-register each time you visit.
This technology is used in order to maintain, provide and improve our Services on an ongoing basis, and in order to provide our visitors and users with a better experience.
We also use cookies to identify that you've logged in to the Services, to tell us how and when you interact with our Services, to monitor aggregate usage and web traffic routing on our Services, to return you to a persistent location of your choosing, and to customize and improve our Services and to measure the traffic to our Sites and the use of different features of the Services",10, DeviantArt,192,http://about.deviantart.com/policy/privacy/,approved
2024,311,good,1709.0,This site does not use any third party providers and does not share your Personal Information with anyone else.,50, devsoap,1734,https://devsoap.com/privacy,approved
2025,218,good,1709.0,"Our website does not use cookies or other tracking mechanisms.
We do not believe in tracking users in this way.",100, devsoap,1734,https://devsoap.com/privacy,approved
2026,120,neutral,1709.0,"This Privacy Policy<p>We may update our Privacy Policy from time to time.
Thus, we advise you to review this page periodically for any changes.",35, devsoap,1734,https://devsoap.com/privacy,approved
2027,139,bad,4496.0,"You grant to www.dhakatribune.com a worldwide, irrevocable, non-exclusive, royalty-free license to use, reproduce, adapt, publish, translate and distribute your user content in any existing or future media.",50, Dhaka Tribune,2896,https://www.dhakatribune.com/terms-and-conditions,approved
2028,238,neutral,4496.0,Your user content must not be illegal or unlawful,0, Dhaka Tribune,2896,https://www.dhakatribune.com/terms-and-conditions,approved
2029,293,bad,4496.0,"www.dhakatribune.com will not be liable to you (whether under the law of contract, the law of torts or otherwise) in relation to the contents of, or use of, or otherwise in connection with, this website:</p>
<ul>
<li>&nbsp;to the extent that the website is provided free-of-charge, for any direct loss;</li>
<li>for any indirect, special or consequential loss.
or &nbsp;&nbsp;</li>
<li>for any business losses, loss of revenue, income, profits or anticipated savings, loss of contracts or business relationships, loss of reputation or goodwill, or loss or corruption of information or &nbsp.
&nbsp.
data.</li>
</ul>
<p>These limitations of liability apply even if www.dhakatribune.com has been expressly advised of the potential loss.",50, Dhaka Tribune,2896,https://www.dhakatribune.com/terms-and-conditions,approved
2030,376,bad,4495.0,We collect several different types of information for various purposes to provide and improve our Service to you.</p>,70, Dhaka Tribune,2896,https://www.dhakatribune.com/privacy-policy,approved
2031,375,neutral,4495.0,"if you do not accept cookies, you may not be able to use some portions of our Service.",50, Dhaka Tribune,2896,https://www.dhakatribune.com/privacy-policy,approved
2032,323,bad,4495.0,"Tracking technologies also used are beacons, tags, and scripts to collect and track information and to improve and analyze our Service.",50, Dhaka Tribune,2896,https://www.dhakatribune.com/privacy-policy,approved
2033,145,bad,4496.0,"You hereby indemnify www.dhakatribune.com and undertake to keep www.dhakatribune.com indemnified against any losses, damages, costs, liabilities and expenses (including without limitation legal expenses and any amounts paid by www.dhakatribune.com to a third party in settlement of a claim or dispute on the advice of www.dhakatribune.com’s legal advisers) incurred or suffered by www.dhakatribune.com arising out of any breach by you of any provision of these terms and conditions, or arising out of any claim that you have breached any provision of these terms and conditions.",40, Dhaka Tribune,2896,https://www.dhakatribune.com/terms-and-conditions,approved
2034,152,neutral,4495.0,"Our Service does not address anyone under the age of 18 (“Children”).</p>
<p>We do not knowingly collect personally identifiable information from anyone under the age of 18.
If you are a parent or guardian and you are aware that your Children has provided us with Personal Data, please contact us.
If we become aware that we have collected Personal Data from children without verification of parental consent, we take steps to remove that information from our servers.",15, Dhaka Tribune,2896,https://www.dhakatribune.com/privacy-policy,approved
2035,331,neutral,979.0,"Last Updated: 26th January, 2021",50, Diasporg,172,https://diasp.org/terms,approved
2036,124,good,979.0,"
Whenever we make changes to these Terms, the changes are effective six (6) weeks after we post such revised Terms to our website (indicated by revising the date at the top of these Terms)",40, Diasporg,172,https://diasp.org/terms,approved
