index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
3000,375,neutral,2820.0,"<strong>Cookie History</strong>: You can accept or decline individual cookies in your Firefox preferences in the Tools/Options/Privacy history section.
Note that certain features of our products and services may not function properly without the aid of cookies.",50, firefox-accounts,188,https://www.mozilla.org/en-US/privacy/websites/,approved
3001,386,blocker,2819.0,Firefox Send</li>,100, firefox-accounts,188,https://accounts.firefox.com/en/legal/terms,approved
3002,148,neutral,2819.0,"It is your responsibility to protect your online accounts using strong and different passwords, security questions, two-factor authentication, password managers, and other safety measures.",10, firefox-accounts,188,https://accounts.firefox.com/en/legal/terms,approved
3003,193,good,130.0,We never sell the personal information of our users.,25, Fitbit,336,http://www.fitbit.com/privacy,approved
3004,331,neutral,130.0,"Effective</b>: October 8, 2020",50, Fitbit,336,http://www.fitbit.com/privacy,approved
3005,165,good,130.0,"Our policy is to notify you of legal process seeking access to your information, such as search warrants, court orders, or subpoenas, unless we are prohibited by law from doing so.",50, Fitbit,336,http://www.fitbit.com/privacy,approved
3006,122,neutral,866.0,"This Policy may change from time to time.
any changes we make to this Policy will be posted on this Site, we will also take any other steps, to the extent required by applicable law, including notifying you and/or seeking your explicit consent to material changes.",0, Fiverr,1013,https://www.fiverr.com/privacy-policy,approved
3007,178,bad,866.0,"We will retain personal information for the following purposes:</p>
<ul>
<li>
<p>as long as it is necessary and relevant for our operations, e.g.
so that we have an accurate record of your dealings with us in the event of any complaints or challenge.
and</p>
</li>
<li>
<p>in relation to personal information from closed accounts to comply with applicable laws, prevent fraud, collect any fees owed, resolve disputes, troubleshoot problems, assist with any investigation, enforce our Site terms and take other actions as permitted by law.</p>
</li>",100, Fiverr,1013,https://www.fiverr.com/privacy-policy,approved
3008,229,neutral,866.0,<p>Users who have registered to the Site agree to keep their password in strict confidence and not disclose such password to any third party.</p>,10, Fiverr,1013,https://www.fiverr.com/privacy-policy,approved
3009,139,bad,865.0,"Furthermore, users (both Buyers and Sellers) agree that unless they explicitly indicate otherwise, the content users voluntarily create/upload to Fiverr, including Gig texts, photos, videos, usernames, user photos, user videos and any other information, including the display of delivered work, may be used by Fiverr for no consideration for marketing and/or other purposes.</p> ",50, Fiverr,1013,https://www.fiverr.com/terms_of_service,approved
