index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
5000,331,neutral,2728.0,"Version history <ul>
<li>August 1, 2016: First version posted</li>
</ul>",50, lib.reviews,2309,https://lib.reviews/terms,approved
5001,165,good,2728.0,"We may be required to respond to legal requests for user information (e.g., due to a subpoena).
In those cases, we will notify you wherever reasonable,",50, lib.reviews,2309,https://lib.reviews/terms,approved
5002,119,good,2728.0,"If you think they can be improved, don't hesitate to submit a pull request (you can do that without special software), preferably to the English version.",30, lib.reviews,2309,https://lib.reviews/terms,approved
5003,177,good,2728.0,We store visitor logs for up to 90 days.,80, lib.reviews,2309,https://lib.reviews/terms,approved
5004,332,good,2728.0,"It's fine to criticize ideas, and indeed we support forming groups around topics like ""anti-nuclear power"" or ""pro-nuclear power"".
But we will never tolerate the use of this platform to spread hatred.",25, lib.reviews,2309,https://lib.reviews/terms,approved
5005,122,neutral,2726.0,"The organization may modify this contract at any time.
It undertakes to inform
the user of any changes.",0, Liberapay,580,https://liberapay.com/about/legal,approved
5006,226,good,2727.0,"<p>All network connections are encrypted, except for some communications between machines located in the same datacenter.</p>
<p>As a precaution against identity theft in case of data leak, the identity information of Liberapay account owners is stored encrypted in our database.</p>",15, Liberapay,580,https://liberapay.com/about/privacy,approved
5007,213,neutral,2726.0,"The user commits to use the service in good faith, in particular the user
commits not to lie about their identity and not to fill their profile in a
deceptive way for the purpose of attracting more donations.</p>",10, Liberapay,580,https://liberapay.com/about/legal,approved
5008,287,bad,2726.0,"The organization does not implicitly commit to
anything, in particular it does not guarantee that the service will be
operational at all times without interruptions",30, Liberapay,580,https://liberapay.com/about/legal,approved
5009,287,bad,2726.0,"The organization does not guarantee that the user will be able to withdraw the
money in its account without delay.
",30, Liberapay,580,https://liberapay.com/about/legal,approved
5010,193,good,2727.0,we don't sell it to anyone.,25, Liberapay,580,https://liberapay.com/about/privacy,approved
5011,205,neutral,2726.0,"The organization may close the user's account if it considers that they have
violated this contract, or a contract with a partner of the organization, or any
applicable law.",15, Liberapay,580,https://liberapay.com/about/legal,approved
5012,299,neutral,2727.0,"<p>Visitors of the liberapay.com website can also receive cookies sent by Cloudflare.
Please read “Understanding the Cloudflare Cookies” if you want to learn more about them.</p>
<p>On some payment pages, extra cookies may be set by the payment processor.
Please read these documents if you want more information: Stripe's cookie policy and PayPal's cookie policy.",10, Liberapay,580,https://liberapay.com/about/privacy,approved
5013,299,neutral,2727.0,Please read these documents if you want more information: Stripe's privacy policy and PayPal's privacy policy.</p> ,10, Liberapay,580,https://liberapay.com/about/privacy,approved
5014,379,bad,2726.0,"The service normally allows the user to increase the visibility of its profile
in various way, but the organization reserves the right to disable the user's
access to those features.</p>
<p>",60, Liberapay,580,https://liberapay.com/about/legal,approved
5015,218,good,2727.0," we do not attempt to track people who visit our website, ",100, Liberapay,580,https://liberapay.com/about/privacy,approved
5016,321,good,2726.0,"The organization guarantees that the funds the user has put in its custody will
not be lost in case of bankruptcy of itself or of a third party to whom it has
delegated the custody of the funds.</p>",50, Liberapay,580,https://liberapay.com/about/legal,approved
5017,163,neutral,2726.0,"This contract is subject to French law.
Any dispute shall be submitted to the
competent French jurisdiction.</p>",0, Liberapay,580,https://liberapay.com/about/legal,approved
5018,196,good,2727.0,we strive to collect only the personal information we actually need,60, Liberapay,580,https://liberapay.com/about/privacy,approved
5019,196,good,2727.0,collect only the personal information we actually need,60, Liberapay,580,https://liberapay.com/about/privacy,approved
5020,196,good,2727.0,"we strive to collect only the personal information we actually need,",60, Liberapay,580,https://liberapay.com/about/privacy,approved
5021,148,neutral,2726.0,"The organization cannot be held responsible for the consequences of negligence
by the user, notably of failure by the user to secure their password.",10, Liberapay,580,https://liberapay.com/about/legal,approved
5022,157,bad,2726.0,"In particular, the organization may impose a
delay to deter and protect itself from fraud.</p>",30, Liberapay,580,https://liberapay.com/about/legal,approved
5023,294,neutral,2726.0,"<p>If a part of this contract is nullified, that judgment does not nullify the rest
of the agreement.</p> ",10, Liberapay,580,https://liberapay.com/about/legal,approved
5024,126,neutral,2726.0,"The user acknowledges that cookies are necessary for the service to function and
agrees to their use.",10, Liberapay,580,https://liberapay.com/about/legal,approved
5025,170,good,2726.0,"The user can quit the service by closing their account.
",15, Liberapay,580,https://liberapay.com/about/legal,approved
5026,287,bad,403.0,"Despite our efforts, no security measure can be absolute, and there can be no guarantee that Your personal information will not be accessed through malicious means, inadvertent disclosure, or mistake.</p>
<p>",30, librarything,247,https://librarything.com/privacy,approved
