index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
10000,128,bad,874.0,"<p>Google, as a third-party vendor, uses cookies to serve ads on this site.
Google's use of the DART cookie enables it to serve ads to Our users based on their visit to our Website and other sites on the Internet.<br>",70, WhatIsMyIP.com,1022,https://www.whatismyip.com/privacy-policy/,approved
10001,243,bad,874.0,"Customer information is a valuable business asset.
If for any reason We transfer or divest ourselves of our business assets, our customer information may be transferred as one of these business assets",50, WhatIsMyIP.com,1022,https://www.whatismyip.com/privacy-policy/,approved
10002,323,bad,874.0,"Some of these advertisers may use technology such as cookies and web beacons when they advertise on our site, which will also send these advertisers (such as Google through the Google AdSense program) information including your IP address, your ISP , the browser you used to visit our site, and in some cases, whether you have Flash installed",50, WhatIsMyIP.com,1022,https://www.whatismyip.com/privacy-policy/,approved
10003,191,neutral,874.0,We will provide only aggregated data from these analyses to third parties.,10, WhatIsMyIP.com,1022,https://www.whatismyip.com/privacy-policy/,approved
10004,149,bad,209.0,"OUR AGGREGATE LIABILITY RELATING TO, ARISING OUT OF, OR IN ANY WAY IN CONNECTION WITH OUR TERMS, US, OR OUR SERVICES WILL NOT EXCEED THE GREATER OF ONE HUNDRED DOLLARS ($100) OR THE AMOUNT YOU HAVE PAID US IN THE PAST TWELVE MONTHS.",10, WhatsApp,198,https://www.whatsapp.com/legal/?lang=en&doc=terms-of-service&version=20200128,approved
10005,122,neutral,209.0,"We may amend or update these Terms.
We will provide you notice of amendments to our Terms, as appropriate, and update the “Last Modified” date at the top of our Terms.
Your continued use of our Services confirms your acceptance of our Terms, as amended.",0, WhatsApp,198,https://www.whatsapp.com/legal/?lang=en&doc=terms-of-service&version=20200128,approved
10006,122,neutral,209.0,"We will provide you notice of amendments to our Terms, as appropriate, and update the “Last Modified” date at the top of our Terms.",0, WhatsApp,198,https://www.whatsapp.com/legal/?lang=en&doc=terms-of-service&version=20200128,approved
10007,146,bad,209.0,"
<p>You agree to defend, indemnify, and hold harmless the WhatsApp Parties from and against all liabilities, damages, losses, and expenses of any kind (including reasonable legal fees and costs) relating to, arising out of, or in any way in connection with any of the following: (a) your access to or use of our Services, including information provided in connection therewith.
(b) your breach or alleged breach of our Terms.
or (c) any misrepresentation made by you.
",60, WhatsApp,198,https://www.whatsapp.com/legal/?lang=en&doc=terms-of-service&version=20200128,approved
10008,146,bad,209.0,"YOU RELEASE US, OUR SUBSIDIARIES, AFFILIATES, AND OUR AND THEIR DIRECTORS, OFFICERS, EMPLOYEES, PARTNERS, AND AGENTS (TOGETHER, THE “WHATSAPP PARTIES”) FROM ANY CLAIM, COMPLAINT, CAUSE OF ACTION, CONTROVERSY, OR DISPUTE (TOGETHER, “CLAIM”) AND DAMAGES, KNOWN AND UNKNOWN, RELATING TO, ARISING OUT OF, OR IN ANY WAY CONNECTED WITH ANY SUCH CLAIM YOU HAVE AGAINST ANY THIRD PARTIES.",60, WhatsApp,198,https://www.whatsapp.com/legal/?lang=en&doc=terms-of-service&version=20200128,approved
10009,178,bad,210.0,"Your messages are stored on your own device.
If a message cannot be delivered immediately (for example, if you are offline), we may keep it on our servers for up to 30 days as we try to deliver it.
If a message is still undelivered after 30 days, we delete it.
To improve performance and deliver media messages more efficiently, such as when many people are sharing a popular photo or video, we may retain that content on our servers for a longer period of time.
",100, WhatsApp,198,https://www.whatsapp.com/legal/privacy-policy?eea=0&lang=en,approved
