index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
6000,381,good,748.0,"Analytical
data does not move outside Netsyms servers, and you cannot be identified with
it",25, Netsyms Technologies,837,https://netsyms.com/legal,approved
6001,313,good,748.0,"If you are misusing, abusing,
or putting a large amount of strain on our systems, we will ask you to stop
or to pay a small usage fee.
If you disregard our requests, we reserve the
right to terminate your account or otherwise block your access",50, Netsyms Technologies,837,https://netsyms.com/legal,approved
6002,215,good,748.0,"You are allowed to use a
pseudonym if you so choose",20, Netsyms Technologies,837,https://netsyms.com/legal,approved
6003,177,good,748.0,"We only retain data as needed to provide you with
services.
We never log historical location data.
any such data we receive
overwrites the older data.
Under normal conditions, we keep server access logs
no longer than one month",80, Netsyms Technologies,837,https://netsyms.com/legal,approved
6004,176,good,748.0,"We only retain data as needed to provide you with
services",50, Netsyms Technologies,837,https://netsyms.com/legal,approved
6005,160,bad,748.0,"We are not liable if bad stuff happens, even if it’s our software’s fault",20, Netsyms Technologies,837,https://netsyms.com/legal,approved
6006,140,good,,,40, Netsyms Technologies,837,https://netsyms.com/legal,approved
6007,178,bad,2982.0,"<strong>In backup systems</strong> your data cannot be deleted due to technical limitations.
However only technical personnel of the data processors have access to these backups.
</p>
<p>After one year this access is further limited.
Only the management of Neurohr Bytes Software e.U.
has access on backups aged one year and older.</p>
<p>The management of Neurohr Bytes Software e.U.
is obliged to access this data only with the consent of Neurohr Bytes Software e.U.'s
Data Protection Officer</p>
Transmission within member states of the European Union
",100, Neurohr Bytes Software,2381,https://neurohr.bytes.software/laravel/data-protection?language=en,approved
6008,297,good,2982.0,"Capture
Your data is captured personally by our employees, or provided by you via this portal.",50, Neurohr Bytes Software,2381,https://neurohr.bytes.software/laravel/data-protection?language=en,approved
6009,163,neutral,2982.0,"Court of jurisdiction Graz, Austria",0, Neurohr Bytes Software,2381,https://neurohr.bytes.software/laravel/data-protection?language=en,approved
6010,163,neutral,2983.0,"Gerichtsstand Graz, Österreich",0, Neurohr Bytes Software,2381,https://neurohr.bytes.software/laravel/data-protection?language=de,approved
