index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
8000,312,good,3430.0,you can update your profile information or choose to enable additional privacy features like a Registration Lock PIN.,25, Signal,528,https://www.signal.org/legal/,approved
8001,335,good,3430.0,"You agree to resolve any Claim you have with us relating to or arising out of our Terms, us, or our Services exclusively in the United States District Court for the Northern District of California or a state court in San Mateo County, California.
You also agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such disputes.
",50, Signal,528,https://www.signal.org/legal/,approved
8002,218,good,248.0,Signal is designed to never collect or store any sensitive information.,100, Signal,528,https://support.signal.org/hc/en-us/articles/360007059412,approved
8003,372,good,249.0,"Signal Terms &amp.
Privacy Policy<p>Signal is designed to never collect or store any sensitive information.
Signal messages and calls cannot be accessed by us or other third parties because they are always end-to-end encrypted, private, and secure.
",50, Signal,528,https://signal.org/legal/,approved
8004,393,good,249.0,"To meet any applicable law, regulation, legal process or enforceable governmental request.</li>
<li>To enforce applicable Terms, including investigation of potential violations.</li>
<li>To detect, prevent, or otherwise address fraud, security, or technical issues.</li>
<li>To protect against harm to the rights, property, or safety of Signal, our users, or the public as required or permitted by law.</li>",30, Signal,528,https://signal.org/legal/,approved
8005,121,bad,249.0,"Signal may update the Terms from time to time.
When we update our Terms, we will update the “Last Modified” date associated with the updated Terms.
Your continued use of our Services confirms your acceptance of our updated Terms and supersedes any prior Terms.
You will comply with all applicable export control and trade sanctions laws.
Our Terms cover the entire agreement between you and Signal regarding our Services.
If you do not agree with our Terms, you should stop using our Services.",70, Signal,528,https://signal.org/legal/,approved
8006,203,bad,249.0,"We may discontinue some or all of our Services, including certain features and the support for certain devices and platforms, at any time.<",40, Signal,528,https://signal.org/legal/,approved
8007,228,good,3430.0,"Information you provide<p>
<strong>Account Information.</strong> You register a phone number when you create a Signal account.
Phone numbers are used to provide our Services to you and other Signal users.
You may optionally add other information to your account, such as a profile name and profile picture.
This information is end-to-end encrypted.</p>
<p>
<strong>Messages.</strong> Signal cannot decrypt or otherwise access the content of your messages or calls.
Signal queues end-to-end encrypted messages on its servers for delivery to devices that are temporarily offline (e.g.
a phone whose battery has died).
Your message history is stored on your own devices.</p>
<p>Additional technical information is stored on our servers, including randomly generated authentication tokens, keys, push tokens, and other material that is necessary to establish calls and transmit messages.
Signal limits this additional technical information to the minimum required to operate the Services.</p>
<p>
<strong>Contacts.</strong> Signal can optionally discover which contacts in your address book are Signal users, using a service designed to protect the privacy of your contacts.
Information from the contacts on your device may be cryptographically hashed and transmitted to the server in order to determine which of your contacts are registered.</p>
<p>
<strong>User Support.</strong> If you contact Signal User Support, any personal data you may share with us is kept only for the purposes of researching the issue and contacting you about your case.</p>",30, Signal,528,https://www.signal.org/legal/,approved
8008,163,neutral,249.0,"You agree to resolve any Claim you have with us relating to or arising out of our Terms, us, or our Services exclusively in the United States District Court for the Northern District of California or a state court in San Mateo County, California.
You also agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such disputes.
The laws of the State of California govern our Terms, as well as any disputes, whether in court or arbitration, which might arise between Signal and you, without regard to conflict of law provisions.</p>",0, Signal,528,https://signal.org/legal/,approved
8009,241,good,3430.0,"The laws of the State of California govern our Terms, as well as any disputes, whether in court or arbitration, which might arise between Signal and you, without regard to conflict of law provisions.</p>",50, Signal,528,https://www.signal.org/legal/,approved
8010,196,good,249.0,"Additional technical information is stored on our servers, including randomly generated authentication tokens, keys, push tokens, and other material that is necessary to establish calls and transmit messages.
Signal limits this additional technical information to the minimum required to operate the Services.</p>
<p>
<strong>Contacts.</strong> Signal can optionally discover which contacts in your address book are Signal users, using a service designed to protect the privacy of your contacts.
Information from the contacts on your device may be cryptographically hashed and transmitted to the server in order to determine which of your contacts are registered.</p>
<p>
<strong>User Support.</strong> If you contact Signal User Support, any personal data you may share with us is kept only for the purposes of researching the issue and contacting you about your case.</p>
",60, Signal,528,https://signal.org/legal/,approved
8011,215,good,249.0,"You may optionally add other information to your account, such as a profile name and profile picture.
This information is end-to-end encrypted.</p>
<p>
<str",20, Signal,528,https://signal.org/legal/,approved
8012,176,good,260.0,"the only information we can produce in response to a request like this is the date and time a user registered with Signal and the last date of a user’s connectivity to the Signal service.</p>
<p>Notably, things we <em>don’t</em> have stored include anything about a user’s contacts (such as the contacts themselves, a hash of the contacts, any other derivative contact information), anything about a user’s groups (such as how many groups a user is in, which groups a user is in, the membership lists of a user’s groups), or any records of who a user has been communicating with.</p>
<p>All message contents are end-to-end encrypted, so we don’t have that information either.",50, Signal,528,https://signal.org/bigbrother/eastern-virginia-grand-jury/,approved
8013,444,good,3430.0,"violate or infringe the rights of Signal, our users, or others, including privacy, publicity, intellectual property, or other proprietary rights.",0, Signal,528,https://www.signal.org/legal/,approved
8014,140,good,248.0,"Can I export my data out of Signal? <br>
</strong>Signal messages, pictures, files, and other contents are stored locally on your device.
These contents are readable by the open source&nbsp;Signal clients.
Because everything in Signal is end-to-end encrypted, the Signal service does not have access to any of this data.</p>
<p>There are several community-developed open source utilities that are capable of parsing locally stored Signal content.
Android users can also move local Signal data between devices (Signal Settings&nbsp.
&gt.
<strong>Chats and media</strong> &gt.
<strong>Chat backups</strong>).",40, Signal,528,https://support.signal.org/hc/en-us/articles/360007059412,approved
8015,148,neutral,249.0,You are responsible for keeping your device and your Signal account safe and secure.,10, Signal,528,https://signal.org/legal/,approved
8016,152,neutral,249.0,"You must be at least 13 years old to use our Services.
The minimum age to use our Services without parental approval may be higher in your home country.</p>",15, Signal,528,https://signal.org/legal/,approved
8017,170,good,249.0,You may end these Terms with Signal at any time by deleting Signal Messenger from your device and discontinuing use of our Services.,15, Signal,528,https://signal.org/legal/,approved
8018,227,good,,,30, Sip Read Repeat,2020,https://sipreadrepeat.com/privacy-policy/,approved
8019,200,neutral,,,0, Sip Read Repeat,2020,https://sipreadrepeat.com/privacy-policy/,approved
8020,320,good,,,50, Sip Read Repeat,2020,https://sipreadrepeat.com/,approved
8021,237,neutral,796.0,and you irrevocably submit to the exclusive jurisdiction of the courts in that State or location,0, Skribbl.io,863,https://skribbl.io:443/terms,approved
8022,286,bad,796.0,<br>The materials on skribbl.io's website are provided on an 'as is' basis,20, Skribbl.io,863,https://skribbl.io:443/terms,approved
8023,121,bad,796.0,skribbl.io may change this privacy policy from time to time at skribbl.io's sole discretion.,70, Skribbl.io,863,https://skribbl.io:443/terms,approved
8024,163,neutral,796.0,These terms and conditions are governed by and construed in accordance with the laws of Germany,0, Skribbl.io,863,https://skribbl.io:443/terms,approved
8025,386,blocker,796.0,We will make readily available to customers information about our policies and practices relating to the management of personal information,100, Skribbl.io,863,https://skribbl.io:443/terms,approved
8026,128,bad,359.0,"the app may use third party code and libraries that use ""cookies"" to collection information and to improve their services",70, Skycloud,583,https://uk.skycloud.pro/Privacy-Policy,approved
8027,149,bad,361.0,"OTHER THAN IN CONNECTION WITH A PARTY’S INDEMNIFICATION OBLIGATIONS HEREUNDER, IN NO EVENT WILL EITHER CUSTOMER’S OR THE SLACK EXTENDED FAMILY’S AGGREGATE LIABILITY ARISING OUT OF OR RELATED TO THE CONTRACT OR THE USER TERMS (WHETHER IN CONTRACT OR TORT OR UNDER ANY OTHER THEORY OF LIABILITY) EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER HEREUNDER IN THE TWELVE (12) MONTHS PRECEDING THE LAST EVENT GIVING RISE TO LIABILITY.",10, Slack,206,https://slack.com/terms-of-service,approved
8028,146,bad,361.0,"Customer will defend Slack and the members of the Slack Extended Family (collectively, the “<strong>Slack Indemnified Parties”</strong>) from and against any and all third party claims, actions, suits, proceedings, and demands arising from or related to Customer’s or any of its Authorized Users’ violation of the Contract or the User Terms (a “<strong>Claim Against Us”</strong>), and will indemnify the Slack Indemnified Parties for all reasonable attorney’s fees incurred and damages and other costs finally awarded against a Slack Indemnified Party in connection with or as a result of, and for amounts paid by a Slack Indemnified Party under a settlement Customer approves of in connection with, a Claim Against Us.",60, Slack,206,https://slack.com/terms-of-service,approved
8029,162,neutral,361.0,"Payment obligations are non-cancelable and, except as expressly stated in the Contract, fees paid are non-refundable.",50, Slack,206,https://slack.com/terms-of-service,approved
8030,159,good,361.0,"We expect planned downtime to be infrequent but will endeavor to provide Customer with advance notice (e.g., through the Services), if we think it may exceed five (5) continuous minutes.",30, Slack,206,https://slack.com/terms-of-service,approved
8031,286,bad,361.0,"EXCEPT AS EXPRESSLY PROVIDED FOR HEREIN, THE SERVICES AND ALL RELATED COMPONENTS AND INFORMATION ARE PROVIDED ON AN “AS IS” AND “AS AVAILABLE” BASIS WITHOUT ANY WARRANTIES OF ANY KIND, AND WE EXPRESSLY DISCLAIM ANY AND ALL WARRANTIES, WHETHER EXPRESS OR IMPLIED, INCLUDING THE IMPLIED WARRANTIES OF MERCHANTABILITY, TITLE, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT.
CUSTOMER ACKNOWLEDGES THAT WE DO NOT WARRANT THAT THE SERVICES WILL BE UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE.</p>",20, Slack,206,https://slack.com/terms-of-service,approved
8032,280,neutral,364.0,"comply with all applicable laws and governmental regulations, including, but not limited to, all intellectual property, data, privacy, and export control laws, and regulations promulgated by any government agencies, including, but not limited to, the U.S.
Securities and Exchange Commission, and any rules of any national and other securities exchanges;</li>",10, Slack,206,https://slack.com/acceptable-use-policy,approved
8033,183,good,361.0,"Customer will own all Customer Data.
Subject to the terms and conditions of the Contract,",50, Slack,206,https://slack.com/terms-of-service,approved
8034,295,neutral,361.0,No failure or delay by either party in exercising any right under the Contract will constitute a waiver of that right.,10, Slack,206,https://slack.com/terms-of-service,approved
8035,331,neutral,361.0,"Effective: January 31, 2018",50, Slack,206,https://slack.com/terms-of-service,approved
