index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
0,227,good,1641.0,Данное согласие дается Оператору для обработки моих персональных данных в следующих целях:,30, Магазин фетра (KukiRuki.ru),1707,https://kukiruki.ru/include/licenses_detail.php,approved
1,214,bad,1641.0,- Местоположение;<br> - Индекс;<br> - ФИО;<br>,20, Магазин фетра (KukiRuki.ru),1707,https://kukiruki.ru/include/licenses_detail.php,approved
2,336,bad,1641.0,"направление в мой адрес информации, в том числе рекламной, о мероприятиях/товарах/услугах/работах Оператора.<br>",50, Магазин фетра (KukiRuki.ru),1707,https://kukiruki.ru/include/licenses_detail.php,approved
3,399,neutral,1641.0,IP-адрес.,0, Магазин фетра (KukiRuki.ru),1707,https://kukiruki.ru/include/licenses_detail.php,approved
4,228,good,1641.0,Настоящее Согласие выдано мною на обработку следующих персональных данных:<br> ,30, Магазин фетра (KukiRuki.ru),1707,https://kukiruki.ru/include/licenses_detail.php,approved
5,163,neutral,1641.0,зарегистрированным в соответствии с законодательством РФ по адресу:<br>,0, Магазин фетра (KukiRuki.ru),1707,https://kukiruki.ru/include/licenses_detail.php,approved
6,130,bad,,,50, Отзовик,1704,https://otzovik.com/term.php,approved
7,237,neutral,,,0, Отзовик,1704,https://otzovik.com/term.php,approved
8,283,neutral,,,20, Отзовик,1704,https://otzovik.com/term.php,approved
9,314,neutral,,,20, Отзовик,1704,https://otzovik.com/term.php,approved
10,121,bad,,,70, Отзовик,1704,https://otzovik.com/term.php,approved
11,377,neutral,,,50, Отзовик,1704,https://otzovik.com/term.php,approved
12,148,neutral,,,10, Отзовик,1704,https://otzovik.com/term.php,approved
13,281,neutral,,,25, Отзовик,1704,https://otzovik.com/term.php,approved
14,324,neutral,,,30, Отзовик,1704,https://otzovik.com/term.php,approved
15,146,bad,1310.0,"You agree to defend, indemnify and hold 1800Mattress.com and each of its subsidiary, affiliated and related entities, and each of their respective directors, officers, members, shareholders, employees and suppliers (collectively the ""1800Mattress.com Parties""), harmless from any and all claims, liabilities, costs and expenses, including reasonable legal fees, arising in any way from your use or misuse of the Site or your breach or violation of the law or of these Terms &amp.
Conditions.",60, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
16,278,neutral,1310.0,"&nbsp;&nbsp;&nbsp;Links.
The Site may include links to other Internet sites over which 1800Mattress.com has no control.
These links are provided solely as a convenience to users of the Site.
You acknowledge and agree that 1800Mattress.com is not responsible for the availability of the sites intended to be located at such links, and that 1800Mattress.com does not endorse (and is not responsible or liable for) any such linked sites including their content, advertising, products, or other materials.
You further acknowledge and agree that, under no circumstances, will 1800Mattress.com be held responsible or liable, directly or indirectly, for any loss or damage that is caused or alleged to have been caused to you in connection with your use of, or reliance on, any content, advertisements, products or other resources available on any other Internet site (regardless of whether the Site is directly or indirectly linked to such content, advertisements, products or other resources).
You should direct any concerns with respect to any other Internet site to that Internet site’s administrator or webmaster.</p>
<p>8.&nbsp;&nbsp;&nbsp;",50, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
17,284,neutral,1310.0," retrieve, alter, or destroy data on, from or through the Site.
(b) probe, scan or test the vulnerability of a system or network on, from or through the Site.
or (c) breach or defeat system or network security measures on, from or through the Site such as authentication, authorization, confidentiality, intrusion detection, or monitoring.",20, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
18,286,bad,1310.0,"THE SITE AND ALL INFORMATION CONTAINED ON IT IS PROVIDED ""AS IS"" WITHOUT WARRANTY OF ANY KIND, EITHER EXPRESS OR IMPLIED, INCLUDING, WITHOUT LIMITATION, WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE OR NON-INFRINGEMENT.",20, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
19,280,neutral,1310.0,"The Site may not be used in any manner that is unlawful or harmful to the rights of 1800Mattress.com, any Customer or any third party.",10, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
20,207,neutral,1310.0,Our credit card underwriters may operate sites embedded within the Site.,0, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
21,293,bad,1310.0,"You agree that the 1800Mattress.com Parties shall not have any liability to you under any theory of liability or indemnity in connection with your use of the Site.
You hereby release and forever waive any and all claims you may have against the 1800Mattress.com Parties for losses or damages you sustain in connection with your use of the Site.
IN NO EVENT SHALL THE 1800Mattress.com PARTIES BE LIABLE FOR ANY DAMAGES, WHETHER DIRECT, INDIRECT, INCIDENTAL, PUNITIVE, EXEMPLARY, SPECIAL OR CONSEQUENTIAL (INCLUDING, WITHOUT LIMITATION, FOR LOST PROFITS, BUSINESS INTERRUPTION, LOSS OF INFORMATION, PROGRAMS OR DATA), RESULTING FROM ACCESS TO, USE OF, OR INABILITY TO USE THE SITE, OR DUE TO ANY BREACH OF SECURITY ASSOCIATED WITH THE TRANSMISSION OF INFORMATION VIA THE INTERNET, EVEN IF THE 1800Mattress.com PARTIES WERE ADVISED OF THE POSSIBILITY OF SUCH DAMAGES AND WHETHER ARISING UNDER THEORY OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE.",50, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
22,144,neutral,1310.0,Such sites may be governed by separate or additional terms and conditions.,0, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
23,121,bad,1310.0,"1800Mattress.com may change these Terms &amp.
Conditions from time to time, without notice to you, by posting such changes on the Site.
By using the Site following any such changes, you agree to be bound by these Terms &amp.
Conditions as they may have been changed.",70, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
24,163,neutral,1310.0,Conditions shall be governed by and construed in accordance with the laws of the State of New York without regard to principles of conflicts of laws.,0, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
25,148,neutral,1310.0,"If you are required to establish or use an account on the Site (whether or not as a Customer) and have been provided with a user name and password for such purpose, you are responsible for maintaining the strict confidentiality of that information.
You are also responsible for any activity conducted under your account.",10, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
26,150,neutral,1310.0,"copy (whether directly or by use of any ""scraping"" or related technology) any of the contents of the Site.</p>
",20, 1800Mattress.com,1024,https://www.1800mattress.com/terms-of-use.html,approved
27,291,neutral,3141.0,"The owner cannot be held liable for any perceived or actual damages arising from Service content, operation, or use of this Service.</strong>
</p>
<p>
<strong>Federal law, some states, and other jurisdictions, do not allow the exclusion and limitations of certain implied warranties.
The above exclusions may not apply to Users.
This Agreement gives Users specific legal rights, and Users may also have other rights which vary from state to state.
The disclaimers and exclusions under this agreement shall not apply to the extent prohibited by applicable law.</strong>",50, 1Muslim,2419,https://1muslimapp.com/tos-en.html,approved
28,331,neutral,3141.0,"Latest update: December 29, 2019",50, 1Muslim,2419,https://1muslimapp.com/tos-en.html,approved
29,286,bad,1369.0,"Your use of the Service is at your sole risk.</p>
<p>The Service is provided on an “AS IS” and “AS AVAILABLE” basis.",20, 1Password,1572,https://1password.com/legal/terms-of-service/,approved
30,287,bad,1369.0,"AgileBits, Inc.
its subsidiaries, affiliates, and its licensors do not warrant that a) the Service will function uninterrupted, secure or available at any particular time or location.",30, 1Password,1572,https://1password.com/legal/terms-of-service/,approved
31,197,good,1369.0,"The Change Log section below is not a part of these Terms, nor is the Terms of Service archive or any content linked therefrom.</p>",50, 1Password,1572,https://1password.com/legal/terms-of-service/,approved
32,289,bad,1369.0,any errors or defects will be corrected,50, 1Password,1572,https://1password.com/legal/terms-of-service/,approved
