index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
4000,152,neutral,3033.0,"If you are under the Minimum Age (as defined for your region in Section 14) you may not register for an account.
Unless you are the holder of an existing account in the United States that is a Yahoo&nbsp;<u>Family Account</u>, you must be at least the Minimum Age to use the Services.
Certain portions of the Services contain adult and/or mature content.
Please do not access that content unless you are an adult (i.e., at least the age of majority in your country) or unless otherwise expressly indicated.",15, HuffPost,490,https://www.verizonmedia.com/policies/us/en/verizonmedia/terms/otos/index.html,approved
4001,281,neutral,3033.0,"We&nbsp;prohibit&nbsp;sending unsolicited emails or messages using our&nbsp;Services.
You may not in connection with the Services engage in commercial activity on non-commercial properties or apps or high volume activity without our prior written consent.",25, HuffPost,490,https://www.verizonmedia.com/policies/us/en/verizonmedia/terms/otos/index.html,approved
4002,290,bad,3033.0,ABILITY TO MEET YOUR NEEDS,0, HuffPost,490,https://www.verizonmedia.com/policies/us/en/verizonmedia/terms/otos/index.html,approved
4003,294,neutral,3033.0,"If any provision (or part of a provision) of these Terms is found to be invalid, you&nbsp;and&nbsp;we&nbsp;nevertheless agree to give effect to the intentions as reflected in the provision, and the other provisions of these Terms remain in full force and effect.",10, HuffPost,490,https://www.verizonmedia.com/policies/us/en/verizonmedia/terms/otos/index.html,approved
4004,170,good,3033.0,"You can stop using the Services at any time.
You may cancel and delete your AOL account at any time by clicking&nbsp;<u>here&nbsp;</u>and you may cancel and delete your Yahoo account by clicking&nbsp;<u>here</u>.",15, HuffPost,490,https://www.verizonmedia.com/policies/us/en/verizonmedia/terms/otos/index.html,approved
4005,193,good,3047.0,"We have never, and will never sell or intentionally make public, any personal information gathered on this site.</p>",25, Huge Miniatures,2398,https://hugeminis.com/privacy-policy/,approved
4006,311,good,3047.0,We do not allow third party tracker networks to record your activity on this site.,50, Huge Miniatures,2398,https://hugeminis.com/privacy-policy/,approved
4007,196,good,3047.0,"<p>If you make a transaction on our site, there’s some personal information that’s required to fulfill your order.",60, Huge Miniatures,2398,https://hugeminis.com/privacy-policy/,approved
4008,146,bad,1476.0,"YOU AGREE TO DEFEND, INDEMNIFY, AND HOLD HARMLESS THE HULU PARTIES FROM AND AGAINST ANY AND ALL LIABILITIES, CLAIMS, DAMAGES, EXPENSES (INCLUDING REASONABLE ATTORNEYS' FEES AND COSTS), AND OTHER LOSSES ARISING OUT OF OR IN ANY WAY RELATED TO YOUR BREACH OR ALLEGED BREACH OF THESE TERMS OR YOUR USE OF THE SERVICES (INCLUDING YOUR USE OF THE CONTENT).",60, Hulu,348,https://secure.hulu.com/terms,approved
4009,220,bad,1475.0,"We may share information collected from or about you with companies that provide services to us, our business partners, and advertisers, including companies that assist with payment processing, analytics, data processing and management (e.g., to facilitate our targeted advertising and marketing efforts),",40, Hulu,348,https://secure.hulu.com/privacy,approved
4010,164,bad,1475.0,"In some instances, we may disclose information from or about you without providing you a choice.
For example, we may disclose your information in the following ways: to protect the legal rights of Hulu and our affiliates or partners.
to protect the safety and security of users of the Hulu Services or third parties.
to enforce our Terms of Use.
to protect against fraud.
and to comply with or respond to the law or legal process or a request for cooperation by a government entity, whether or not legally required.
</p>",50, Hulu,348,https://secure.hulu.com/privacy,approved
4011,295,neutral,1476.0,"Hulu's decision to delay exercising or enforcing any right or remedy under these Terms shall not constitute a waiver of such right or remedy with respect to any party.
Even if Hulu acts in a way that appears to you to be inconsistent with these Terms, Hulu's action shall not be deemed a waiver or constructive amendment of these Terms.</p>",10, Hulu,348,https://secure.hulu.com/terms,approved
4012,219,good,1475.0,"To learn about opting out of interest-based or online behavioral advertising, please see the information we have provided in Section 6 (“Your Controls and Choices, Including Opt-Out Options”).
</p>",25, Hulu,348,https://secure.hulu.com/privacy,approved
4013,325,bad,1475.0,"We may collect information from and about the browser or device you’re using and information about your internet or other electronic network activity, including through analytics tools and the technologies described below (“Data Collected Through Cookies and Similar Technologies”).
",10, Hulu,348,https://secure.hulu.com/privacy,approved
4014,336,bad,1475.0,"For example, we share payment information with our third-party payment processor to assist us in our billing efforts, email addresses with our marketing service providers to assist with our email campaigns,",50, Hulu,348,https://secure.hulu.com/privacy,approved
4015,339,bad,1476.0,"you and Hulu agree that any and all claims, except disputes relating to the ownership or enforcement of intellectual property rights, that either of us may have, whether based on past, present, or future events, arising out of or relating to: (i) these Terms (including formation, performance, or breach of them, and including the scope and enforceability of this arbitration provision).
(ii) the Privacy Policy, which is incorporated in these Terms.
(iii) any aspect of our relationship with each other.
and (iv) use of the Services, must be resolved through binding arbitration.",50, Hulu,348,https://secure.hulu.com/terms,approved
4016,382,bad,1475.0,"We may also collect information about you from other sources, including service providers (e.g., data licensors, research and analytics companies, and payment processors), public databases, our marketing partners, and advertisers.
",50, Hulu,348,https://secure.hulu.com/privacy,approved
4017,384,neutral,1476.0,"We will charge your Payment Method a periodic subscription fee on a recurring basis corresponding to the term of your subscription, and any applicable taxes.",50, Hulu,348,https://secure.hulu.com/terms,approved
4018,375,neutral,1475.0,"Please note that disabling cookies or deleting information contained in cookies or Flash cookies may interfere with the performance and features of the Hulu Services, including not being able to store your preferences or login information.
",50, Hulu,348,https://secure.hulu.com/privacy,approved
4019,203,bad,1476.0,"We hope not to, but we may change, suspend, or discontinue - temporarily or permanently - some or all of the Services (including the Content and the Compatible Devices through which the Services are accessed), with respect to any or all users, at any time without notice.",40, Hulu,348,https://secure.hulu.com/terms,approved
4020,124,good,1476.0,"Any material change to these Terms will be effective automatically 30 days after the revised Terms are first posted or, for users who register or otherwise provide opt-in consent during this 30-day period, at the time of registration or consent, as applicable.",40, Hulu,348,https://secure.hulu.com/terms,approved
4021,202,blocker,1476.0,"We reserve the right, but have no obligation, to monitor User Material and to restrict or remove User Material that we determine, in our sole discretion, is inappropriate or for any other business reason, as permitted by law.
",50, Hulu,348,https://secure.hulu.com/terms,approved
4022,228,good,1475.0,"Hulu may collect the following information from or about you,",30, Hulu,348,https://secure.hulu.com/privacy,approved
4023,373,bad,1475.0,"
We may share information collected from or about you with such business partners, including email address, Viewing Information, information about the ads you view on Hulu and account or device information (e.g., age, gender, device type, IP address, ZIP code, advertising identifiers).",75, Hulu,348,https://secure.hulu.com/privacy,approved
4024,323,bad,1475.0," In addition to cookies, we may use other technologies such as web beacons or pixel tags,",50, Hulu,348,https://secure.hulu.com/privacy,approved
4025,117,bad,1476.0,"YOU AND HULU AGREE TO ARBITRATE IN EACH OF OUR INDIVIDUAL CAPACITIES ONLY, NOT AS A REPRESENTATIVE OR MEMBER OF A CLASS, AND EACH OF US EXPRESSLY WAIVES ANY RIGHT TO FILE A CLASS ACTION OR SEEK RELIEF ON A CLASS BASIS.",50, Hulu,348,https://secure.hulu.com/terms,approved
4026,151,bad,1476.0,"you and Hulu agree to bring any claim arising out of or relating to these Terms (including Hulu’s Privacy Policy), our relationship, or the use of the Services within one year after a claim arises.
otherwise, the claim is waived.
",50, Hulu,348,https://secure.hulu.com/terms,approved
4027,150,neutral,1476.0,"uses technology or other means to access, index, frame or link to the Services (including the Content) that is not authorized by Hulu (including by removing, disabling, bypassing, or circumventing any content protection or access control mechanisms intended to prevent the unauthorized download, stream capture, linking, framing, reproduction, access to, or distribution of the Services);</li>
<li>
involves accessing the Services (including the Content) through any automated means, including ""robots,"" ""spiders,"" or ""offline readers"" (other than by individually performed searches on publicly accessible search engines for the sole purpose of, and solely to the extent necessary for, creating publicly available search indices - but not caches or archives - of the Services and excluding those search engines or indices that host, promote, or link primarily to infringing or unauthorized content);</li",20, Hulu,348,https://secure.hulu.com/terms,approved
4028,170,good,1476.0,"You may cancel your subscription at any time as described in the ""Cancellation and Refunds"" section of these Terms.
",15, Hulu,348,https://secure.hulu.com/terms,approved
4029,175,good,3027.0,You can also request that we erase any personal data we hold about you.,50, Human Rights Foundation,1894,https://hrf.org/legal/privacy-policy,approved
4030,399,neutral,3027.0," we collect the data shown in the comments form, and also the visitor’s IP address and browser user agent string to help spam detection.</p>",0, Human Rights Foundation,1894,https://hrf.org/legal/privacy-policy,approved
